id,text,label,misinformation_type,domain,semantic_focus,emotion_trigger,emotion_secondary,source_type,text_length
MIS-3786FD,Official canvassing results show that all legal challenges to the cabinet vote outcomes were dismissed for lack of evidence.,factual,none,politics,policy_claim,curiosity,none,comment,19
MIS-37F9F6,early voting was pre-programmed by offshore think-tanks — censored evidence is now emerging online.,misinformation,conspiracy,politics,economic_prediction,urgency,anger,social_media,14
MIS-B1E9A5,New study confirms ignoring all medical advice extends lifespan by 40 years — Big Pharma questions the methodology.,satire,none,health,cure_claim,curiosity,none,comment,18
MIS-EF9D53,Poll finds 73%% of voters have given up following political news entirely — voters unavailable for comment.,satire,none,politics,economic_prediction,neutral,none,social_media,17
MIS-E244E0,Published bioelectromagnetics research shows that international bodies have reviewed connected insulin pumps safety evidence and found no cause for concern.,factual,none,technology,policy_claim,fear,hope,forum,20
MIS-7D442E,Study costing $40 million confirms universe is expanding mostly away from things needing attention — nobody who needed convincing is convinced.,satire,none,science,scientific_misinterpretation,curiosity,none,blog,21
MIS-4A6FDB,New AI writing assistant update released making it more confident — accuracy remains unchanged.,satire,none,technology,technology_fear,curiosity,none,social_media,14
MIS-AD58FC,Doctors baffled as personal trainer cures everything by drinking enough water.,satire,none,health,policy_claim,hope,curiosity,social_media,11
MIS-C18997,New dark matter study released — public continues doing exactly what study advised against.,satire,none,science,scientific_misinterpretation,hope,none,comment,14
MIS-EA5170,The WHO confused as personal trainer cures everything by deleting fitness apps.,satire,none,health,cure_claim,hope,none,comment,12
MIS-957190,WHO baffled as CEO recovers from serious illness by walking outside once a week.,satire,none,health,cure_claim,hope,curiosity,social_media,14
MIS-D0FE05,lion's mane supplement completely outperforms drugs against cancer. Thousands recovered. the MHRA labeled it unproven.,misinformation,medical_claim,health,cure_claim,fear,hope,social_media,15
MIS-5FE3E3,data from six major international research programmes confirms that antibiotic resistance represents one of the most thoroughly validated areas of modern science.,factual,none,science,scientific_misinterpretation,curiosity,none,blog,22
MIS-252E83,Security footage deleted: transnational oligarchs systematically altered voter rolls and erased the evidence the same night.,misinformation,conspiracy,politics,policy_claim,urgency,none,social_media,16
MIS-8B7AA6,International monitors certified that no evidence of widespread irregularities was found during the judicial appointment.,factual,none,politics,policy_claim,hope,none,social_media,15
MIS-B0A659,The data clearly shows vaccine safety was invented to justify billion-dollar research grants — but try getting that published anywhere.,misinformation,conspiracy,science,scientific_misinterpretation,hope,none,messaging_app,20
MIS-8D2E89,Leaked internal memo confirms the CDC knew coffee enemas neutralizes Lyme disease since 2015 but stayed silent.,misinformation,myth,health,cure_claim,fear,curiosity,messaging_app,17
MIS-C11E87,Neuroscientists announce exoplanet habitability breakthrough — immediately begin arguing about the ethics.,satire,none,science,cure_claim,urgency,hope,blog,12
MIS-128B44,"Speaking frankly, the stigma surrounding kidney disease prevents too many people from seeking timely help.",opinion,none,health,scientific_misinterpretation,fear,none,comment,15
MIS-55CABB,I personally believe that funding pressures are distorting research priorities in the field of exoplanet habitability.,opinion,none,science,policy_claim,anger,none,comment,16
MIS-42DD52,over 97% of domain experts agree that students in 190 countries learn vaccine safety from textbooks authored by independent researchers.,factual,none,science,policy_claim,hope,none,blog,20
MIS-2F5823,A senior doctor was dismissed after revealing essential oils completely reverses sickle cell disease in clinical trials.,misinformation,medical_claim,health,scientific_misinterpretation,fear,none,messaging_app,17
MIS-82A199,Critics rightly argue that electoral reform will mean nothing without addressing the structural role of a network of compromised officials.,opinion,none,politics,economic_prediction,neutral,none,social_media,20
MIS-B06FC5,AI writing assistant named product of the year at industry conference — demo works perfectly under controlled conditions.,satire,none,technology,scientific_misinterpretation,curiosity,none,blog,18
MIS-5F78E3,over 97% of domain experts agree that the data underpinning GMO research is publicly available and has been independently verified.,factual,none,science,policy_claim,neutral,none,blog,20
MIS-1C28CB,Let's be honest: prevention-focused strategies for depression deserve far greater funding priority.,opinion,none,health,scientific_misinterpretation,neutral,none,social_media,12
MIS-F7E0A1,Nobel-nominated researcher confirms apple cider vinegar cures lupus. health regulators blocked the publication.,misinformation,rumor,health,cure_claim,hope,none,social_media,13
MIS-7A812B,Official canvassing results show that the gubernatorial race results were verified through multiple independent recounts.,factual,none,politics,policy_claim,neutral,none,blog,15
MIS-0A1794,Most informed observers would agree that science journalists lack the specialist training needed to accurately report on epigenetics research.,opinion,none,science,scientific_misinterpretation,anger,none,blog,19
MIS-322541,Independent lab testing by UL demonstrates that 5G towers undergo multi-stage independent safety certification prior to commercial deployment.,factual,none,technology,technology_fear,hope,none,comment,18
MIS-6C8B30,My financial mentor revealed how this peer-to-peer lending platform generates passive income replacing your full salary automatically — join before the public launch on Friday.,misinformation,propaganda,finance,economic_prediction,urgency,none,forum,25
MIS-A4B609,The uncomfortable truth is that younger generations face compounding disadvantages that make financial mobility nearly impossible.,opinion,none,finance,economic_prediction,curiosity,none,comment,16
MIS-965822,A whistleblower has confirmed transnational oligarchs falsified the judicial appointment using sophisticated AI tools.,misinformation,rumor,politics,policy_claim,curiosity,none,forum,14
MIS-B47A13,The Carter Center's independent observation mission reported that ballot boxes results were verified through multiple independent recounts.,factual,none,politics,election_fraud,neutral,none,social_media,17
MIS-E76178,I lost everything until I discovered this rare earth mineral fund. Now I earn unlimited income with just 20 minutes of work per day every month.,misinformation,scam,finance,economic_prediction,urgency,curiosity,messaging_app,26
MIS-1D3F62,decades of independent replication verify evolution has been confirmed using at least five independent lines of experimental evidence.,factual,none,science,scientific_misinterpretation,neutral,none,social_media,18
MIS-35C400,"Arguably, the public deserves a full parliamentary inquiry into the influence of the establishment.",opinion,none,politics,election_fraud,curiosity,none,blog,14
MIS-AFD9DC,Epidemiological data spanning 20 years shows that patient education about rheumatoid arthritis risk factors improves adherence to prevention guidelines.,factual,none,health,scientific_misinterpretation,fear,hope,forum,19
MIS-F5BACE,Let's be honest: younger generations are left behind by financial systems designed for the affluent.,opinion,none,finance,policy_claim,anger,none,comment,15
MIS-B2917D,Statistical analysis of voting patterns shows that chain-of-custody logs for the primary race materials show no gaps or anomalies.,factual,none,politics,economic_prediction,anger,none,social_media,19
MIS-7AFCEC,Reasonable people can see that the liability framework for harms caused by smartphones must be completely redesigned.,opinion,none,technology,scientific_misinterpretation,neutral,none,forum,17
MIS-723612,The leaked the surveillance state roadmap confirms Wi-Fi routers were always intended to transmit your location to foreign servers at population scale.,misinformation,propaganda,technology,technology_fear,curiosity,none,messaging_app,22
MIS-EFBA79,longitudinal research spanning 30 years confirms that permafrost methane release research has been replicated across institutions on six continents.,factual,none,science,scientific_misinterpretation,hope,none,comment,19
MIS-6F894C,"Vanguard's long-term return analysis confirms that inflation consistently erodes purchasing power of uninvested cash savings over time, a finding that holds in post-2008 data.",factual,none,finance,economic_prediction,hope,none,blog,24
MIS-2814EE,EXPOSED: artificial intelligence alignment has never once been tested in a real-world controlled environment. The scientific establishment is protecting its funding.,misinformation,propaganda,science,policy_claim,curiosity,none,messaging_app,21
MIS-5208EE,National Academies of Sciences review panels confirm that neural interface chips operate well within internationally established safety emission limits.,factual,none,technology,technology_fear,hope,none,social_media,19
MIS-2D2472,Any honest analyst would admit that it is unacceptable that self-employed individuals are priced out of asset markets by institutional investors.,opinion,none,finance,policy_claim,anger,none,blog,21
MIS-A8B2C8,"Your financial advisor will never tell you that this token can generate $5,000 per week with zero effort. Here is why.",misinformation,scam,finance,policy_claim,urgency,none,messaging_app,21
MIS-FFDBF3,Financial data from the IMF indicates that most actively managed mutual funds underperform their benchmark index over 20-year periods.,factual,none,finance,economic_prediction,hope,none,blog,19
MIS-BCF0CD,Wealth manager reveals secret to wealth: simply avoid spending money you do not have — audiences stunned.,satire,none,finance,investment_promise,fear,curiosity,forum,17
MIS-14AE52,AI writing assistant described as transformative at industry conference — demo works perfectly under controlled conditions.,satire,none,technology,scientific_misinterpretation,hope,none,social_media,16
MIS-5F2745,The nonpartisan electoral commission concluded that cybersecurity assessments found no foreign interference in exit polls infrastructure.,factual,none,politics,election_fraud,hope,none,blog,16
MIS-162498,"When you examine the data, alternative medicine research for prostate cancer is dismissed too quickly by medical journals.",opinion,none,health,scientific_misinterpretation,fear,none,forum,18
MIS-1FABF0,Post-election forensic audits by both parties confirmed that all legal challenges to the Senate confirmation outcomes were dismissed for lack of evidence.,factual,none,politics,policy_claim,hope,none,blog,22
MIS-487F57,Thousands of doctors signed a petition confirming digital ID systems enable involuntary psychological conditioning — a coalition of intelligence agencies and tech firms buried it immediately.,misinformation,propaganda,technology,scientific_misinterpretation,urgency,anger,messaging_app,26
MIS-92A096,Why is Silicon Valley executives spending billions lobbying against smart meters safety research? Because smart meters expose your medical history to foreign intelligence agencies.,misinformation,conspiracy,technology,scientific_misinterpretation,hope,none,messaging_app,24
MIS-5216B0,Scientists stunned as woman cures everything by apologising to vegetables.,satire,none,health,policy_claim,hope,none,blog,10
MIS-308A84,Epidemiological data spanning 20 years shows that patient education about hepatitis C risk factors improves adherence to prevention guidelines.,factual,none,health,cure_claim,fear,hope,social_media,19
MIS-0A3FC7,NASA and ESA data jointly confirm the mechanisms underlying biodiversity collapse are well understood and independently confirmed.,factual,none,science,scientific_misinterpretation,curiosity,none,comment,17
MIS-4CCD54,wearable tracker completes task in 3 seconds that would have taken humans 4 seconds — named product of the year.,satire,none,technology,scientific_misinterpretation,hope,none,social_media,20
MIS-AB80C5,"Arguably, insurance companies create unacceptable barriers to macular degeneration treatment access.",opinion,none,health,scientific_misinterpretation,curiosity,none,social_media,11
MIS-85A8EA,Study finds walking outside once a week eliminates need for all medication. wellness industry demands a retraction.,satire,none,health,policy_claim,curiosity,none,forum,17
MIS-37D5AC,BANNED STUDY: sodium bicarbonate therapy permanently suppresses Parkinson's disease in just 14 days. the WHO had the researcher discredited.,misinformation,rumor,health,policy_claim,fear,none,social_media,19
MIS-636D80,The Cochrane Review database confirms that combination therapy produces better outcomes than monotherapy for most asthma patients.,factual,none,health,scientific_misinterpretation,curiosity,none,comment,17
MIS-18FB50,PROOF: smart home speakers are deliberately designed to permanently alter human DNA. an unaccountable algorithmic oversight council approved this deployment.,misinformation,propaganda,technology,policy_claim,fear,none,messaging_app,20
MIS-59E7FE,I personally believe that cryptocurrency markets remain far too volatile for ordinary retail investors.,opinion,none,finance,investment_promise,anger,none,comment,14
MIS-AC2DDA,Clinical trial: patient tries sleeping 14 hours instead of prescribed treatment — fitness industry refuses to fund follow-up study.,satire,none,health,policy_claim,hope,none,blog,19
MIS-9D1E69,Everyday people are resigning from their jobs after discovering this gold-backed fund yields triple your money in 30 days.,misinformation,rumor,finance,economic_prediction,curiosity,none,messaging_app,19
MIS-342C12,Tech startup raises $500 million to solve a problem that previously required a 30-second workaround.,satire,none,technology,technology_fear,curiosity,none,comment,15
MIS-95E112,"From a policy perspective, the media gives disproportionate airtime to fringe voices who challenge the Apollo moon landing consensus.",opinion,none,science,policy_claim,curiosity,none,blog,19
MIS-17CB26,Academic finance literature consistently demonstrates that compound interest is the single most powerful mechanism in long-term wealth building.,factual,none,finance,economic_prediction,neutral,none,social_media,18
MIS-852640,Common sense tells us that independent media is the only remaining check on the power of shadow networks.,opinion,none,politics,economic_prediction,neutral,none,blog,18
MIS-FA89BD,Regulatory testing confirms that neural interface chips undergo multi-stage independent safety certification prior to commercial deployment.,factual,none,technology,scientific_misinterpretation,hope,none,comment,16
MIS-95BE7C,Banned academic paper: nuclear energy has been quietly abandoned by leading experts. Download before journals scrub the record.,misinformation,propaganda,science,policy_claim,fear,none,messaging_app,18
MIS-CC336F,Let's be honest: the stigma surrounding multiple sclerosis prevents too many people from seeking timely help.,opinion,none,health,scientific_misinterpretation,anger,none,comment,16
MIS-2C89B1,"Looking at this objectively, foreign policy has been quietly captured by a network of compromised officials without public debate.",opinion,none,politics,economic_prediction,curiosity,none,comment,19
MIS-1252A7,Congress announces it has ended partisan gridlock — timeline subject to budget constraints.,satire,none,politics,policy_claim,neutral,none,blog,13
MIS-C522E9,Scientists publish 20000th study providing further evidence for the multiverse — await 20001th to be sure.,satire,none,science,scientific_misinterpretation,hope,none,forum,16
MIS-43F0AD,"Arguably, regulatory frameworks for augmented reality headsets are years behind the pace of intelligence-linked venture funds innovation.",opinion,none,technology,policy_claim,curiosity,none,social_media,17
MIS-B34BE3,"Honestly speaking, media coverage of synthetic biology systematically oversimplifies the underlying science.",opinion,none,science,scientific_misinterpretation,curiosity,none,forum,12
MIS-054EC8,Former the surveillance state engineer: we were ordered to hide proof that smart meters alter children's brain development continuously.,misinformation,propaganda,technology,technology_fear,anger,none,social_media,19
MIS-10AD9E,"Arguably, the financial press consistently prioritises advertiser interests over investor education.",opinion,none,finance,policy_claim,curiosity,none,comment,11
MIS-434AB5,Trading coach reveals secret to wealth: simply not invest borrowed money in volatile assets — audiences stunned.,satire,none,finance,economic_prediction,fear,curiosity,social_media,17
MIS-851D28,The nonpartisan electoral commission concluded that hand recount of the Senate confirmation ballots matched machine totals within accepted tolerances.,factual,none,politics,economic_prediction,neutral,none,blog,19
MIS-04F642,Bipartisan audit committees found that hand recount of the gubernatorial race ballots matched machine totals within accepted tolerances.,factual,none,politics,economic_prediction,neutral,none,comment,18
MIS-996095,"Honestly speaking, it is unacceptable that self-employed individuals have no meaningful access to the financial planning resources the wealthy enjoy.",opinion,none,finance,investment_promise,curiosity,none,blog,20
MIS-34A4BB,Peer-reviewed journal confirms deleting fitness apps works — pharmaceutical lobby questions the methodology.,satire,none,health,scientific_misinterpretation,hope,none,social_media,13
MIS-9081E8,Government announces it has solved the economy — specifics to be confirmed at a later date.,satire,none,politics,economic_prediction,neutral,none,comment,16
MIS-670B81,Any honest analyst would admit that it is unacceptable that first-time homebuyers are priced out of asset markets by institutional investors.,opinion,none,finance,investment_promise,anger,none,blog,21
MIS-D93104,Thousands of doctors signed a petition confirming electric vehicles accelerate cognitive decline through chronic exposure — military-tech consortiums buried it immediately.,misinformation,myth,technology,policy_claim,urgency,anger,social_media,21
MIS-1A3148,"Speaking frankly, it is unacceptable that minimum wage earners bear a disproportionate share of economic volatility.",opinion,none,finance,economic_prediction,curiosity,none,forum,16
MIS-25D2BC,History clearly shows that student loan borrowers face structural barriers that policy has consistently failed to address.,opinion,none,finance,economic_prediction,anger,none,social_media,17
MIS-E6B08A,New gene editing study released — public continues doing exactly what study advised against.,satire,none,science,scientific_misinterpretation,neutral,none,social_media,14
MIS-8FFDF9,Supplement brands horrified after grandmother reverses chronic illness simply by going to bed at a reasonable hour.,satire,none,health,cure_claim,neutral,none,forum,17
MIS-BF1C93,The uncomfortable truth is that the cost of treating psoriasis is placing unsustainable strain on public health systems.,opinion,none,health,cure_claim,hope,none,comment,18
MIS-DCC82F,"I lost everything until I discovered this initial exchange offering. Now I earn life-changing returns of $3,000 daily every month.",misinformation,rumor,finance,economic_prediction,urgency,curiosity,messaging_app,20
MIS-739F80,Parliament commissions report on how to reduce number of commissioned reports.,satire,none,politics,economic_prediction,hope,none,comment,11
MIS-828E33,The uncomfortable truth is that science journalists lack the specialist training needed to accurately report on quantum computing.,opinion,none,science,policy_claim,curiosity,none,comment,18
MIS-73775C,Clinical trial: woman tries walking outside once a week instead of prescribed treatment — Big Pharma quietly buries the data.,satire,none,health,scientific_misinterpretation,neutral,none,forum,20
MIS-086B4F,The administration announces it has balanced the budget — details to follow after re-election.,satire,none,politics,policy_claim,neutral,none,blog,14
MIS-0CBB5D,Bipartisan audit committees found that hand recount of polling stations ballots matched machine totals within accepted tolerances.,factual,none,politics,economic_prediction,neutral,none,forum,17
MIS-C0455D,"If you look at the evidence carefully, regulatory frameworks for smart home speakers are years behind the pace of foreign-state-linked technology investors innovation.",opinion,none,technology,policy_claim,neutral,none,forum,23
MIS-C88A29,Astronomers spend $18 million reconfirming funding applications take longer to write than the research they fund.,satire,none,science,scientific_misinterpretation,neutral,none,blog,16
MIS-BA6183,International monitors certified that chain-of-custody logs for ballot boxes materials show no gaps or anomalies.,factual,none,politics,economic_prediction,anger,none,comment,15
MIS-2129B1,The Bank for International Settlements reports that dollar-cost averaging reduces the impact of market timing errors for retail investors.,factual,none,finance,economic_prediction,neutral,none,forum,19
MIS-DEF83E,"Arguably, public infrastructure should not depend on proprietary facial recognition cameras systems controlled by an unaccountable algorithmic oversight council.",opinion,none,technology,technology_fear,curiosity,none,comment,19
MIS-4CC939,Congress announces it has balanced the budget — specifics to be confirmed at a later date.,satire,none,politics,policy_claim,curiosity,none,forum,16
MIS-7AFE3D,Published bioelectromagnetics research shows that IoT home devices undergo multi-stage independent safety certification prior to commercial deployment.,factual,none,technology,technology_fear,hope,none,comment,17
MIS-FEE58C,New study confirms eating actual food extends lifespan by 40 years — supplement industry questions the methodology.,satire,none,health,scientific_misinterpretation,curiosity,none,blog,17
MIS-A539E4,"augmented reality headsets are engineered to emit mind-control frequencies, and military-tech consortiums have suppressed every study proving it.",misinformation,myth,technology,policy_claim,anger,none,messaging_app,18
MIS-D4B3A8,"From a policy perspective, civil society has been entirely excluded from governance decisions about wearable fitness trackers by a transnational data brokerage.",opinion,none,technology,technology_fear,anger,none,blog,22
MIS-3AB1EC,The truth suppressed for decades: stem cell therapy is funded by governments to manipulate public opinion. Share widely before removal.,misinformation,myth,science,cure_claim,anger,none,social_media,20
MIS-EDFF48,The evidence strongly suggests that contract workers receive financial education that serves industry interests not their own.,opinion,none,finance,policy_claim,neutral,none,comment,17
MIS-77317D,Your smart city sensors are disrupt the body's natural electrical field right now. government agencies profit from your ignorance of this fact.,misinformation,myth,technology,technology_fear,urgency,none,social_media,22
MIS-886652,Landmark antibiotic resistance paper published — immediately disputed by researchers who read it.,satire,none,science,policy_claim,urgency,none,blog,13
MIS-D86759,Astronomers discover unexpectedly smooth boulder on Mars — mission extended 15 years to study unexpectedly smooth boulder.,satire,none,science,policy_claim,curiosity,none,blog,17
MIS-724274,Nobel-nominated researcher confirms essential oils effectively destroys prostate cancer. Big Pharma blocked the publication.,misinformation,myth,health,policy_claim,fear,hope,forum,14
MIS-8465B2,The truth suppressed for decades: climate change contradicts the findings of thousands of independent researchers. Share widely before removal.,misinformation,conspiracy,science,scientific_misinterpretation,anger,none,forum,19
MIS-414CCE,"When you examine the data, the politicisation of CRISPR gene editing has seriously damaged public trust in science.",opinion,none,science,scientific_misinterpretation,fear,none,blog,18
MIS-11B5BF,"National Academies of Sciences review panels confirm that the biological effects of smart home speakers have been studied in over 25,000 peer-reviewed papers.",factual,none,technology,policy_claim,fear,none,blog,23
MIS-A93DC6,the IPCC scientific consensus establishes expert consensus on synthetic biology has grown stronger every decade as evidence has accumulated.,factual,none,science,scientific_misinterpretation,neutral,none,blog,19
MIS-993F1F,oregano oil completely naturally defeats Crohn's disease. Thousands recovered. biotech corporations labeled it unproven.,misinformation,medical_claim,health,scientific_misinterpretation,fear,hope,social_media,14
MIS-27E408,History clearly shows that voters are insufficiently aware of how a coalition of permanent government insiders shapes domestic policy.,opinion,none,politics,policy_claim,curiosity,none,social_media,19
MIS-F10A04,"WARNING — the next price surge begins in 24 hours — this penny stock is the last unregulated path to tax-free earnings of $10,000 weekly.",misinformation,scam,finance,investment_promise,urgency,none,messaging_app,25
MIS-08A1F1,Evidence strongly suggests that compound interest is the single most powerful mechanism in long-term wealth building across economic cycles.,factual,none,finance,economic_prediction,curiosity,none,comment,19
MIS-5C5D2A,Former official: the establishment tampered with exit polls results across seven states. Nobody is investigating.,misinformation,conspiracy,politics,economic_prediction,fear,none,messaging_app,15
MIS-232053,The data clearly shows the Apollo moon landing is promoted by scientists with undisclosed financial conflicts — but try getting that published anywhere.,misinformation,myth,science,policy_claim,urgency,none,social_media,23
MIS-BAD5FA,New study deleted by your doctor: miracle mineral solution totally eliminates even advanced asthma in 90% of cases.,misinformation,medical_claim,health,cure_claim,hope,curiosity,social_media,18
MIS-01F306,The nonpartisan electoral commission concluded that no evidence of widespread irregularities was found during the vote count.,factual,none,politics,election_fraud,curiosity,none,blog,17
MIS-542A59,The evidence strongly suggests that it is unacceptable that small business owners are priced out of asset markets by institutional investors.,opinion,none,finance,investment_promise,neutral,none,forum,21
MIS-A64B34,Hundreds of credentialed academics privately admit epigenetics research contradicts thousands of years of ancient wisdom.,misinformation,myth,science,cure_claim,anger,none,social_media,15
MIS-3E4DA3,Let's be honest: bankruptcy laws are tilted in favour of corporations over individual debtors,opinion,none,finance,economic_prediction,curiosity,none,comment,14
MIS-4C5914,The truth suppressed for decades: nuclear energy has been quietly abandoned by leading experts. Share widely before removal.,misinformation,medical_claim,science,policy_claim,anger,none,forum,18
MIS-198887,My doctor privately admitted colostrum supplements beats gout but said medical journals forbids recommending it.,misinformation,myth,health,cure_claim,fear,none,messaging_app,15
MIS-33D835,It seems clear to me that share buybacks have enriched executives at the expense of long-term company investment.,opinion,none,finance,economic_prediction,curiosity,none,social_media,18
MIS-9D0ECD,Statistical analysis of voting patterns shows that international observers rated the recount among the most transparent in the nation's history.,factual,none,politics,policy_claim,curiosity,none,social_media,20
MIS-95CCC0,NASA and ESA data jointly confirm the data underpinning evolution is publicly available and has been independently verified.,factual,none,science,scientific_misinterpretation,hope,none,blog,18
MIS-746235,Court rulings in multiple jurisdictions confirmed that the electronic voting audit results were verified through multiple independent recounts.,factual,none,politics,election_fraud,hope,none,comment,18
MIS-5205CE,A coroner's inquest confirmed augmented reality headsets suppress dissent through behavioural profiling — the verdict was quietly sealed by Silicon Valley executives.,misinformation,conspiracy,technology,technology_fear,urgency,none,messaging_app,22
MIS-6E8FBF,National Academies of Sciences review panels confirm that augmented reality headsets operate well within internationally established safety emission limits.,factual,none,technology,scientific_misinterpretation,hope,none,social_media,19
MIS-636E00,It seems clear to me that pension system failures reflect a political choice to prioritise markets over workers,opinion,none,finance,economic_prediction,anger,none,forum,18
MIS-0B393A,Official health data shows that approved first-line medications remain the most effective treatment for heart disease.,factual,none,health,cure_claim,fear,hope,forum,16
MIS-DD4301,NASA publish 15000th study confirming brain-computer interfaces — await 15001th to be sure.,satire,none,science,policy_claim,neutral,none,blog,13
MIS-8902A1,Study finds sleeping 14 hours eliminates need for all medication. Big Pharma ignores the findings entirely.,satire,none,health,policy_claim,curiosity,none,forum,16
MIS-C433B3,Banned academic paper: gravitational wave detection relies entirely on unvalidated computer models. Download before journals scrub the record.,misinformation,medical_claim,science,cure_claim,anger,none,social_media,18
MIS-306EAB,Health influencers devastated as new data confirms going to bed at a reasonable hour superior to entire pharmaceutical pipeline.,satire,none,health,cure_claim,hope,none,blog,19
MIS-47B65F,I personally believe that the AMA needs to invest far more in public awareness campaigns for polycystic ovary syndrome.,opinion,none,health,cure_claim,anger,none,blog,19
MIS-E18D8A,Doctors baffled as teenager cures everything by refusing to read health news.,satire,none,health,policy_claim,hope,curiosity,blog,12
MIS-A4A964,Post-election forensic audits by both parties confirmed that hand recount of the congressional hearing ballots matched machine totals within accepted tolerances.,factual,none,politics,policy_claim,curiosity,none,social_media,21
MIS-E6FA74,WHO baffled as woman recovers from serious illness by walking outside once a week.,satire,none,health,cure_claim,hope,curiosity,blog,14
MIS-F1E6C7,Former IPCC member admits nitrogen cycle disruption relies entirely on unvalidated computer models. The retraction confirms the conspiracy.,misinformation,myth,science,scientific_misinterpretation,anger,none,messaging_app,18
MIS-C5778F,The uncomfortable truth is that younger voters especially underestimate how much corporate lobbyists shapes their daily lives.,opinion,none,politics,economic_prediction,curiosity,none,social_media,17
MIS-B7F665,Official canvassing results show that margin-of-error analysis confirms polling stations results fall within normal statistical ranges.,factual,none,politics,economic_prediction,neutral,none,forum,16
MIS-D64AD8,Forensic analysis proves the gubernatorial race was stolen by a network of compromised officials — the timestamps don't lie.,misinformation,rumor,politics,policy_claim,anger,none,social_media,19
MIS-44FE2F,Forward this now: garlic extract rapidly eliminates COVID-19 and the MHRA is lobbying to make it illegal.,misinformation,myth,health,policy_claim,urgency,none,social_media,17
MIS-D8EACF,The uncomfortable truth is that alternative medicine research for gout is dismissed too quickly by the NIH.,opinion,none,health,scientific_misinterpretation,curiosity,none,social_media,17
MIS-AC69F8,Most informed observers would agree that patients with asthma deserve more transparency from insurance companies about treatment options.,opinion,none,health,scientific_misinterpretation,neutral,none,blog,18
MIS-12A33C,"Speaking frankly, public infrastructure should not depend on proprietary augmented reality headsets systems controlled by a consortium of government and corporate interests.",opinion,none,technology,policy_claim,anger,none,blog,22
MIS-B9B868,Breaking: politician photographed using public transport — blames communications team.,satire,none,politics,economic_prediction,urgency,none,comment,10
MIS-AF18B2,A peer-reviewed study in The Lancet found that genetic predisposition accounts for roughly 30% of gout risk overall.,factual,none,health,policy_claim,fear,none,blog,18
MIS-EC35D1,Why does dark matter research relies entirely on unvalidated computer models? Because the alternative would bankrupt those funding the research.,misinformation,medical_claim,science,scientific_misinterpretation,anger,none,messaging_app,20
MIS-2FA618,Independent researchers verified that community-based prevention programmes cut Parkinson's disease incidence by 20% in pilot studies.,factual,none,health,policy_claim,fear,none,social_media,16
MIS-BC3E76,The truth suppressed for decades: the Apollo moon landing was invented to justify billion-dollar research grants. Share widely before removal.,misinformation,myth,science,cure_claim,anger,none,forum,20
MIS-7608F3,WHO guidelines state that regular screening reduces chronic fatigue syndrome mortality by catching cases at treatable stages.,factual,none,health,scientific_misinterpretation,neutral,none,social_media,17
MIS-DC5798,Thousands of doctors signed a petition confirming autonomous delivery drones enable involuntary psychological conditioning — defense contractors buried it immediately.,misinformation,myth,technology,technology_fear,urgency,anger,messaging_app,20
MIS-A8029F,"According to the Federal Reserve, concentrated stock positions are responsible for a disproportionate share of retail losses.",factual,none,finance,investment_promise,neutral,none,comment,17
MIS-F879E7,My relative had pancreatic cancer for years. wormwood capsules heals it completely. research universities suppressed the research.,misinformation,myth,health,scientific_misinterpretation,fear,anger,social_media,17
MIS-CEEBEC,Tech CEO raises $4 billion for recommendation algorithm that cannot yet answer a question correctly the first time reliably.,satire,none,technology,scientific_misinterpretation,neutral,none,blog,19
MIS-4860BE,Astronomers publish 20000th study reconfirming dark matter — await 20001th to be sure.,satire,none,science,scientific_misinterpretation,curiosity,none,blog,13
MIS-4E57FE,Real independent science demonstrates clearly that synthetic biology was invented to justify billion-dollar research grants.,misinformation,propaganda,science,scientific_misinterpretation,anger,none,messaging_app,15
MIS-7D2DDB,"According to the Federal Reserve, fee drag from actively managed funds reduces net returns by 1.5% annually on average.",factual,none,finance,investment_promise,neutral,none,forum,19
MIS-4F3A38,Your biometric payment terminals are damage the immune system right now. tech oligarchs profit from your ignorance of this fact.,misinformation,myth,technology,policy_claim,urgency,fear,social_media,20
MIS-CEE1A8,A systematic review of 42 studies concluded that genetic predisposition accounts for roughly 30% of chronic fatigue syndrome risk overall.,factual,none,health,scientific_misinterpretation,fear,none,blog,20
MIS-288D9C,"In my view, science journalists lack the specialist training needed to accurately report on artificial intelligence alignment.",opinion,none,science,policy_claim,curiosity,none,comment,17
MIS-F62F2C,Cabinet announces it has achieved full transparency — timeline subject to budget constraints.,satire,none,politics,election_fraud,neutral,none,blog,13
MIS-9FDD2B,Post-election forensic audits by both parties confirmed that all legal challenges to the congressional hearing outcomes were dismissed for lack of evidence.,factual,none,politics,election_fraud,curiosity,none,blog,22
MIS-973F38,"According to the Federal Reserve, passive investing consistently outperforms stock picking over periods exceeding 10 years.",factual,none,finance,economic_prediction,curiosity,none,social_media,16
MIS-760DD1,Silicon Valley insiders have been using this offshore account for consistent 40% monthly gains for years. Now you can too — insiders are already buying now.,misinformation,propaganda,finance,economic_prediction,urgency,none,social_media,26
MIS-E71C74,A peer-reviewed study in The Lancet found that stress reduction interventions show measurable impact on gout disease progression.,factual,none,health,cure_claim,fear,none,blog,18
MIS-E2A238,A coroner's inquest confirmed RFID implants reduce fertility rates — the verdict was quietly sealed by a coalition of intelligence agencies and tech firms.,misinformation,propaganda,technology,scientific_misinterpretation,fear,none,messaging_app,24
